Words,anger,anticipation,disgust,fear,joy,negative,positive,sadness,surprise,trust,Charged
angular,0,0,0,0,0,0,0,0,0,0,0
anhydrous,0,0,0,0,0,0,0,0,0,0,0
animal,0,0,0,0,0,0,0,0,0,0,0
animate,0,0,0,0,0,0,1,0,0,0,1
animated,0,0,0,0,1,0,1,0,0,0,1
animation,0,0,0,0,0,0,0,0,0,0,0
animosity,1,0,1,1,0,1,0,1,0,0,1
animus,1,0,0,0,0,1,0,0,0,0,1
ankle,0,0,0,0,0,0,0,0,0,0,0
annals,0,0,0,0,0,0,0,0,0,0,0
annex,0,0,0,0,0,0,0,0,0,0,0
annexation,0,0,0,0,0,0,0,0,0,0,0
annexe,0,0,0,0,0,0,0,0,0,0,0
annihilate,1,0,0,1,0,1,0,0,0,0,1
annihilated,1,0,0,1,0,1,0,1,0,0,1
annihilation,1,0,0,1,0,1,0,1,0,0,1
annotate,0,0,0,0,0,0,0,0,0,0,0
annotation,0,0,0,0,0,0,0,0,0,0,0
announce,0,0,0,0,0,0,0,0,0,0,0
announcement,0,1,0,0,0,0,0,0,0,0,1
annoy,1,0,1,0,0,1,0,0,0,0,1
annoyance,1,0,1,0,0,1,0,0,0,0,1
annoying,1,0,0,0,0,1,0,0,0,0,1
annuity,0,0,0,0,0,0,0,0,0,0,0
annul,0,0,0,0,0,1,0,0,0,0,1
annular,0,0,0,0,0,0,0,0,0,0,0
annulment,0,0,0,0,0,1,0,1,0,0,1
annulus,0,0,0,0,0,0,0,0,0,0,0
anointing,0,0,0,0,0,0,0,0,0,0,0
anomalous,0,0,0,0,0,0,0,0,0,0,0
anomaly,0,0,0,1,0,1,0,0,1,0,1
anon,0,0,0,0,0,0,0,0,0,0,0
anonymous,0,0,0,0,0,1,0,0,0,0,1
answer,0,0,0,0,0,0,0,0,0,0,0
answerable,0,0,0,0,0,0,0,0,0,1,1
answering,0,0,0,0,0,0,0,0,0,0,0
ant,0,0,0,0,0,0,0,0,0,0,0
antagonism,1,0,0,0,0,1,0,0,0,0,1
antagonist,1,0,0,0,0,1,0,0,0,0,1
antagonistic,1,0,1,0,0,1,0,0,0,0,1
ante,0,0,0,0,0,0,0,0,0,0,0
antecedent,0,0,0,0,0,0,0,0,0,0,0
antelope,0,0,0,0,0,0,0,0,0,0,0
antenna,0,0,0,0,0,0,0,0,0,0,0
anterior,0,0,0,0,0,0,0,0,0,0,0
anthem,0,0,0,0,0,0,0,0,0,0,0
anthology,0,0,0,0,0,0,0,0,0,0,0
anthrax,0,0,1,1,0,1,0,1,0,0,1
anthropology,0,0,0,0,0,0,0,0,0,0,0
antibiotic,0,0,0,0,0,0,0,0,0,0,0
antibiotics,0,0,0,0,0,0,1,0,0,0,1
antichrist,1,0,1,1,0,1,0,0,0,0,1
anticipation,0,1,0,0,0,0,0,0,0,0,1
anticipatory,0,1,0,0,0,0,0,0,0,0,1
antidote,0,1,0,0,0,0,1,0,0,1,1
antifungal,0,0,0,0,0,0,1,0,0,1,1
antimony,0,0,0,0,0,0,0,0,0,0,0
antipathy,1,0,1,0,0,1,0,0,0,0,1
antiquarian,0,0,0,0,0,0,0,0,0,0,0
antiquated,0,0,0,0,0,1,0,0,0,0,1
antique,0,0,0,0,0,0,1,0,0,0,1
antiquity,0,0,0,0,0,0,0,0,0,0,0
antiseptic,0,0,0,0,0,0,1,0,0,1,1
antisocial,1,0,1,1,0,1,0,1,0,0,1
antithesis,1,0,0,0,0,1,0,0,0,0,1
antithetical,0,0,0,0,0,0,0,0,0,0,0
antiviral,0,0,0,0,0,0,0,0,0,0,0
antler,0,0,0,0,0,0,0,0,0,0,0
anvil,0,0,0,0,0,0,0,0,0,0,0
anxiety,1,1,0,1,0,1,0,1,0,0,1
anxious,0,1,0,1,0,1,0,0,0,0,1
aorta,0,0,0,0,0,0,0,0,0,0,0
apace,0,0,0,0,0,0,0,0,0,0,0
apache,0,0,0,1,0,1,0,0,0,0,1
apartment,0,0,0,0,0,0,0,0,0,0,0
apathetic,0,0,0,0,0,1,0,1,0,0,1
apathy,0,0,0,0,0,1,0,1,0,0,1
ape,0,0,0,0,0,0,0,0,0,0,0
aperture,0,0,0,0,0,0,0,0,0,0,0
apex,0,0,0,0,0,0,0,0,0,0,0
aphid,0,0,1,0,0,1,0,0,0,0,1
apiece,0,0,0,0,0,0,0,0,0,0,0
aplomb,0,0,0,0,0,0,1,0,0,0,1
apocalyptic,0,0,0,0,0,0,0,0,0,0,0
apologetic,0,0,0,0,0,0,1,0,0,1,1
apologist,0,0,0,0,0,0,0,0,0,0,0
apologize,0,0,0,0,0,0,1,1,0,1,1
apology,0,0,0,0,0,0,1,0,0,0,1
apostasy,0,0,0,0,0,0,0,0,0,0,0
apostate,0,0,0,0,0,0,0,0,0,0,0
apostle,0,0,0,0,0,0,1,0,0,1,1
apostolic,0,0,0,0,0,0,0,0,0,1,1
apostrophe,0,0,0,0,0,0,0,0,0,0,0
appalling,0,0,1,1,0,1,0,0,0,0,1
apparatus,0,0,0,0,0,0,0,0,0,0,0
apparel,0,0,0,0,0,0,0,0,0,0,0
apparently,0,0,0,0,0,0,0,0,0,0,0
apparition,0,0,0,1,0,0,0,0,1,0,1
appeal,0,1,0,0,0,0,0,0,0,0,1
appearance,0,0,0,0,0,0,0,0,0,0,0
appease,0,0,0,0,0,0,0,0,0,0,0
appellant,0,0,0,0,0,0,0,0,0,0,0
append,0,0,0,0,0,0,0,0,0,0,0
appendage,0,0,0,0,0,0,0,0,0,0,0
appendicitis,0,0,0,1,0,1,0,1,0,0,1
appendix,0,0,0,0,0,0,0,0,0,0,0
appetite,0,0,0,0,0,0,0,0,0,0,0
appetizer,0,0,0,0,0,0,0,0,0,0,0
applause,0,0,0,0,1,0,1,0,1,1,1
apple,0,0,0,0,0,0,0,0,0,0,0
appliance,0,0,0,0,0,0,0,0,0,0,0
appliances,0,0,0,0,0,0,0,0,0,0,0
applicability,0,0,0,0,0,0,0,0,0,0,0
applicable,0,0,0,0,0,0,0,0,0,0,0
applicant,0,1,0,0,0,0,0,0,0,0,1
application,0,0,0,0,0,0,0,0,0,0,0
apply,0,0,0,0,0,0,0,0,0,0,0
appoint,0,0,0,0,0,0,0,0,0,0,0
appointment,0,0,0,0,0,0,0,0,0,0,0
appointments,0,0,0,0,0,0,0,0,0,0,0
apportion,0,0,0,0,0,0,0,0,0,0,0
apportionment,0,0,0,0,0,0,0,0,0,0,0
appraise,0,0,0,0,0,0,0,0,0,0,0
appreciable,0,0,0,0,0,0,0,0,0,0,0
appreciation,0,0,0,0,1,0,1,0,0,1,1
apprehend,0,0,0,1,0,0,0,0,0,0,1
apprehension,0,0,0,1,0,1,0,0,0,0,1
apprehensive,0,1,0,1,0,1,0,0,0,0,1
apprentice,0,0,0,0,0,0,0,0,0,1,1
apprenticeship,0,0,0,0,0,0,0,0,0,0,0
approach,0,0,0,0,0,0,0,0,0,0,0
approaching,0,1,0,0,0,0,0,0,0,0,1
approbation,0,0,0,0,0,0,1,0,0,1,1
appropriation,0,0,0,0,0,1,0,0,0,0,1
approval,0,0,0,0,0,0,1,0,0,0,1
approve,0,0,0,0,1,0,1,0,0,1,1
approving,0,0,0,0,0,0,1,0,0,0,1
approximate,0,0,0,0,0,0,0,0,0,0,0
approximately,0,0,0,0,0,0,0,0,0,0,0
approximating,0,0,0,0,0,0,0,0,0,0,0
approximation,0,0,0,0,0,0,0,0,0,0,0
appurtenances,0,0,0,0,0,0,0,0,0,0,0
apron,0,0,0,0,0,0,0,0,0,0,0
apt,0,0,0,0,0,0,1,0,0,0,1
aptitude,0,0,0,0,0,0,1,0,0,0,1
aqua,0,0,0,0,0,0,0,0,0,0,0
aquamarine,0,0,0,0,0,0,0,0,0,0,0
aquarium,0,0,0,0,0,0,0,0,0,0,0
aquatic,0,0,0,0,0,0,0,0,0,0,0
aqueduct,0,0,0,0,0,0,0,0,0,0,0
aqueous,0,0,0,0,0,0,0,0,0,0,0
arable,0,0,0,0,0,0,0,0,0,0,0
arbiter,0,0,0,0,0,0,0,0,0,1,1
arbitrate,0,0,0,0,0,0,0,0,0,0,0
arbitration,0,1,0,0,0,0,0,0,0,0,1
arbitrator,0,0,0,0,0,0,0,0,0,1,1
arbor,0,0,0,0,0,0,0,0,0,0,0
arc,0,0,0,0,0,0,0,0,0,0,0
arcade,0,0,0,0,0,0,0,0,0,0,0
arch,0,0,0,0,0,0,0,0,0,0,0
archaeological,0,0,0,0,0,0,0,0,0,0,0
archaeologist,0,0,0,0,0,0,0,0,0,0,0
archaeology,0,1,0,0,0,0,1,0,0,0,1
archaic,0,0,0,0,0,1,0,0,0,0,1
archbishop,0,0,0,0,0,0,0,0,0,0,0
arched,0,0,0,0,0,0,0,0,0,0,0
archer,0,0,0,0,0,0,0,0,0,0,0
archery,0,0,0,0,0,0,0,0,0,0,0
archetype,0,0,0,0,0,0,0,0,0,0,0
archipelago,0,0,0,0,0,0,0,0,0,0,0
architect,0,0,0,0,0,0,0,0,0,0,0
architecture,0,0,0,0,0,0,0,0,0,1,1
archive,0,0,0,0,0,0,0,0,0,0,0
arctic,0,0,0,0,0,0,0,0,0,0,0
ardent,0,1,0,0,1,0,1,0,0,0,1
ardor,0,0,0,0,0,0,1,0,0,0,1
arduous,0,0,0,0,0,1,0,0,0,0,1
area,0,0,0,0,0,0,0,0,0,0,0
arena,0,0,0,0,0,0,0,0,0,0,0
areola,0,0,0,0,0,0,0,0,0,0,0
argent,0,0,0,0,0,0,0,0,0,0,0
argue,1,0,0,0,0,1,0,0,0,0,1
argument,1,0,0,0,0,1,0,0,0,0,1
argumentation,1,0,0,0,0,0,0,0,0,0,1
argumentative,0,0,0,0,0,1,0,0,0,0,1
arguments,1,0,0,0,0,0,0,0,0,0,1
arid,0,0,0,0,0,1,0,1,0,0,1
aristocracy,0,0,0,0,0,0,1,0,0,0,1
aristocrat,0,0,0,0,0,0,0,0,0,0,0
aristocratic,0,0,0,0,0,0,1,0,0,0,1
arithmetic,0,0,0,0,0,0,0,0,0,0,0
ark,0,0,0,0,0,0,0,0,0,0,0
arm,0,0,0,0,0,0,0,0,0,0,0
armada,0,0,0,0,0,0,0,0,0,0,0
armament,1,0,0,1,0,0,0,0,0,0,1
armaments,0,0,0,1,0,1,0,0,0,0,1
armature,0,0,0,0,0,0,0,0,0,0,0
armed,1,0,0,1,0,1,1,0,0,0,1
armor,0,0,0,1,0,0,1,0,0,1,1
armored,0,0,0,1,0,0,0,0,0,0,1
armory,0,0,0,0,0,0,0,0,0,1,1
arms,0,0,0,0,0,0,0,0,0,0,0
army,0,0,0,0,0,0,0,0,0,0,0
aroma,0,0,0,0,0,0,1,0,0,0,1
arousal,0,0,0,0,0,0,0,0,0,0,0
arouse,0,1,0,0,0,0,1,0,0,0,1
arraignment,1,0,0,1,0,1,0,1,0,0,1
arrange,0,0,0,0,0,0,0,0,0,0,0
arranged,0,0,0,0,0,0,0,0,0,0,0
arrangement,0,0,0,0,0,0,0,0,0,0,0
array,0,0,0,0,0,0,1,0,0,0,1
arrears,0,0,0,0,0,1,0,0,0,0,1
arrest,0,0,0,0,0,1,0,0,0,0,1
arrival,0,1,0,0,0,0,0,0,0,0,1
arrive,0,1,0,0,0,0,0,0,0,0,1
arrogance,0,0,0,0,0,1,0,0,0,0,1
arrogant,1,0,1,0,0,1,0,0,0,0,1
arrow,0,0,0,0,0,0,0,0,0,0,0
arsenal,0,0,0,0,0,0,0,0,0,0,0
arsenic,0,0,1,1,0,1,0,1,0,0,1
arson,1,0,0,1,0,1,0,0,0,0,1
art,0,1,0,0,1,0,1,1,1,0,1
artery,0,0,0,0,0,0,0,0,0,0,0
artful,0,0,0,0,0,0,0,0,0,0,0
arthropod,0,0,0,0,0,0,0,0,0,0,0
artichoke,0,0,0,0,0,0,0,0,0,0,0
article,0,0,0,0,0,0,0,0,0,0,0
articles,0,0,0,0,0,0,0,0,0,0,0
articulate,0,0,0,0,0,0,1,0,0,0,1
articulation,0,0,0,0,0,0,1,0,0,0,1
artifice,0,0,0,0,0,0,0,0,0,0,0
artillery,0,0,0,1,0,1,0,0,0,0,1
artisan,0,0,0,0,0,0,1,0,0,0,1
artist,0,0,0,0,0,0,0,0,0,0,0
artiste,0,0,0,0,0,0,1,0,0,0,1
artistic,0,0,0,0,0,0,1,0,0,0,1
artists,0,0,0,0,0,0,0,0,0,0,0
ascend,0,0,0,0,0,0,0,0,0,0,0
ascendancy,0,0,0,0,0,0,1,0,0,0,1
ascension,0,0,0,0,0,0,0,0,0,0,0
ascent,0,0,0,0,0,0,1,0,0,0,1
ascertain,0,0,0,0,0,0,0,0,0,0,0
ascertained,0,0,0,0,0,0,0,0,0,0,0
ascetic,0,0,0,0,0,0,0,0,0,0,0
ash,0,0,0,0,0,1,0,0,0,0,1
ashamed,0,0,1,0,0,1,0,1,0,0,1
ashes,0,0,0,0,0,1,0,1,0,0,1
asleep,0,0,0,0,0,0,0,0,0,0,0
asp,0,0,0,1,0,0,0,0,0,0,1
aspartame,0,0,0,0,0,0,0,0,0,0,0
aspect,0,0,0,0,0,0,0,0,0,0,0
aspects,0,0,0,0,0,0,0,0,0,0,0
asphalt,0,0,0,0,0,0,0,0,0,0,0
aspiration,0,1,0,0,1,0,1,0,1,1,1
aspire,0,1,0,0,1,0,1,0,0,0,1
aspiring,0,1,0,0,1,0,1,0,0,1,1
ass,0,0,0,0,0,1,0,0,0,0,1
assail,1,0,0,1,0,1,0,0,1,0,1
assailant,1,0,0,1,0,1,0,1,0,0,1
assassin,1,0,0,1,0,1,0,1,0,0,1
assassinate,1,0,0,1,0,1,0,0,0,0,1
assassination,1,0,0,1,0,1,0,1,0,0,1
assault,1,0,0,1,0,1,0,0,0,0,1
assay,0,0,0,0,0,0,0,0,0,0,0
assemblage,0,0,0,0,0,0,0,0,0,0,0
assemble,0,0,0,0,0,0,0,0,0,0,0
assembled,0,0,0,0,0,0,0,0,0,0,0
assembly,0,0,0,0,0,0,1,0,0,1,1
assent,0,0,0,0,0,0,1,0,0,0,1
assert,0,0,0,0,0,0,0,0,0,0,0
asserting,0,0,0,0,0,0,1,0,0,1,1
assertion,0,0,0,0,0,0,0,0,0,0,0
assess,0,0,0,0,0,0,0,0,0,0,0
assessment,0,0,0,0,0,0,0,0,1,1,1
assessor,0,0,0,0,0,0,0,0,0,1,1
assets,0,0,0,0,0,0,1,0,0,0,1
asshole,1,0,1,0,0,1,0,0,0,0,1
assign,0,0,0,0,0,0,0,0,0,0,0
assignee,0,0,0,0,0,0,0,0,0,1,1
assignment,0,0,0,0,0,0,0,0,0,0,0
assimilate,0,0,0,0,0,0,0,0,0,0,0
assimilation,0,0,0,0,0,0,0,0,0,0,0
assist,0,0,0,0,0,0,1,0,0,1,1
assistance,0,0,0,0,0,0,1,0,0,0,1
assistant,0,0,0,0,0,0,0,0,0,0,0
associate,0,0,0,0,0,0,1,0,0,1,1
association,0,0,0,0,0,0,0,0,0,1,1
assorted,0,0,0,0,0,0,0,0,0,0,0
assortment,0,0,0,0,0,0,0,0,0,0,0
assuage,0,0,0,0,0,0,1,0,0,0,1
assumed,0,0,0,0,0,0,0,0,0,0,0
assuming,0,0,0,0,0,0,0,0,0,0,0
assumption,0,0,0,0,0,0,0,0,0,0,0
assurance,0,0,0,0,0,0,1,0,0,1,1
assure,0,0,0,0,0,0,0,0,0,1,1
assured,0,0,0,0,0,0,1,0,0,1,1
assuredly,0,0,0,0,0,0,0,0,0,1,1
asterisk,0,0,0,0,0,0,0,0,0,0,0
asteroids,0,0,0,0,0,0,0,0,0,0,0
astigmatism,0,0,0,0,0,0,0,0,0,0,0
astonishingly,0,0,0,0,0,0,1,0,1,0,1
astonishment,0,0,0,0,1,0,1,0,1,0,1
astral,0,0,0,0,0,0,0,0,0,0,0
astray,0,0,0,1,0,1,0,0,0,0,1
astringent,0,0,0,0,0,1,0,0,0,0,1
astrologer,0,1,0,0,0,0,1,0,0,0,1
astrology,0,0,0,0,0,0,0,0,0,0,0
astronaut,0,0,0,0,0,0,1,0,0,0,1
astronomer,0,1,0,0,0,0,1,0,0,0,1
astronomy,0,0,0,0,0,0,0,0,0,0,0
astute,0,0,0,0,0,0,1,0,0,0,1
asunder,0,0,0,0,0,0,0,0,0,0,0
asylum,0,0,0,1,0,1,0,0,0,0,1
asymmetric,0,0,0,0,0,0,0,0,0,0,0
asymmetry,0,0,1,0,0,0,0,0,0,0,1
asymptotic,0,0,0,0,0,0,0,0,0,0,0
atelier,0,0,0,0,0,0,0,0,0,0,0
atheism,0,0,0,0,0,1,0,0,0,0,1
atheist,0,0,0,0,0,0,0,0,0,0,0
atheistic,0,0,0,0,0,0,0,0,0,0,0
atherosclerosis,0,0,0,1,0,1,0,1,0,0,1
athlete,0,0,0,0,0,0,1,0,0,0,1
athletic,0,0,0,0,0,0,1,0,0,0,1
athleticism,0,0,0,0,0,0,0,0,0,0,0
athletics,0,0,0,0,0,0,0,0,0,0,0
atlas,0,0,0,0,0,0,0,0,0,0,0
atmosphere,0,0,0,0,0,0,0,0,0,0,0
atmospheric,0,0,0,0,0,0,0,0,0,0,0
atoll,0,0,0,0,0,0,0,0,0,0,0
atom,0,0,0,0,0,0,1,0,0,0,1
atomic,0,0,0,0,0,0,0,0,0,0,0
atone,0,1,0,0,1,0,1,0,0,1,1
atonement,0,0,0,0,0,0,1,0,0,0,1
atrium,0,0,0,0,0,0,0,0,0,0,0
atrocious,1,0,1,0,0,1,0,0,0,0,1
atrocity,1,0,1,1,0,1,0,1,0,0,1
atrophy,0,0,1,1,0,1,0,1,0,0,1
attach,0,0,0,0,0,0,0,0,0,0,0
attachment,0,0,0,0,0,0,1,0,0,0,1
attack,1,0,0,1,0,1,0,0,0,0,1
attacking,1,0,1,1,0,1,0,1,1,0,1
attain,0,0,0,0,0,0,0,0,0,0,0
attainable,0,1,0,0,0,0,1,0,0,0,1
attainment,0,0,0,0,0,0,1,0,0,0,1
attempt,0,1,0,0,0,0,0,0,0,0,1
attendance,0,1,0,0,0,0,0,0,0,0,1
attendant,0,0,0,0,0,0,1,0,0,1,1
attention,0,0,0,0,0,0,1,0,0,0,1
attentive,0,0,0,0,0,0,1,0,0,1,1
attenuate,0,0,0,0,0,0,0,0,0,0,0
attenuated,0,0,0,0,0,1,0,0,0,0,1
attenuation,0,0,0,0,0,1,0,1,0,0,1
attest,0,0,0,0,0,0,1,0,0,1,1
attestation,0,0,0,0,0,0,0,0,0,1,1
attic,0,0,0,0,0,0,0,0,0,0,0
attire,0,0,0,0,0,0,0,0,0,0,0
attitude,0,0,0,0,0,0,0,0,0,0,0
attorney,1,0,0,1,0,0,1,0,0,1,1
attraction,0,0,0,0,0,0,1,0,0,0,1
attractiveness,0,0,0,0,0,0,1,0,0,0,1
attributable,0,0,0,0,0,0,0,0,0,0,0
attribute,0,0,0,0,0,0,0,0,0,0,0
attribution,0,0,0,0,0,0,0,0,0,0,0
attrition,0,0,0,0,0,0,0,0,0,0,0
auburn,0,0,0,0,0,0,0,0,0,0,0
auction,0,1,0,0,0,0,0,0,0,0,1
auctioneer,0,0,0,0,0,0,0,0,0,0,0
audacious,0,0,0,0,0,0,0,0,0,0,0
audacity,0,0,0,0,0,1,0,0,0,0,1
audible,0,0,0,0,0,0,0,0,0,0,0
audience,0,1,0,0,0,0,0,0,0,0,1
audit,0,0,0,0,0,0,0,0,0,0,0
audition,0,0,0,0,0,0,0,0,0,0,0
auditor,0,0,0,1,0,0,0,0,0,1,1
auditorium,0,0,0,0,0,0,0,0,0,0,0
auditory,0,0,0,0,0,0,0,0,0,0,0
aught,0,0,0,0,0,0,0,0,0,0,0
augment,0,0,0,0,0,0,1,0,0,0,1
augmentation,0,0,0,0,0,0,0,0,0,0,0
aunt,0,0,0,0,0,0,1,0,0,1,1
aura,0,0,0,0,0,0,1,0,0,0,1
aurora,0,0,0,0,0,0,0,0,0,0,0
auspices,0,0,0,0,0,0,0,0,0,0,0
auspicious,0,1,0,0,1,0,1,0,0,0,1
austere,0,0,0,1,0,1,0,1,0,0,1
austerity,0,0,0,0,0,1,0,0,0,0,1
authentic,0,0,0,0,1,0,1,0,0,1,1
authenticate,0,0,0,0,0,0,0,0,0,1,1
authentication,0,0,0,0,0,0,0,0,0,1,1
authenticity,0,0,0,0,0,0,1,0,0,1,1
author,0,0,0,0,0,0,1,0,0,1,1
authoritative,0,0,0,0,0,0,1,0,0,1,1
authority,0,0,0,0,0,0,1,0,0,1,1
authorization,0,0,0,0,0,0,1,0,0,1,1
authorize,0,0,0,0,0,0,0,0,0,1,1
authorized,0,0,0,0,0,0,1,0,0,0,1
authorship,0,0,0,0,0,0,0,0,0,0,0
auto,0,0,0,0,0,0,0,0,0,0,0
autobiography,0,0,0,0,0,0,0,0,0,0,0
autocratic,0,0,0,0,0,1,0,0,0,0,1
autograph,0,0,0,0,0,0,0,0,0,0,0
automatic,0,0,0,0,0,0,0,0,0,1,1
automobile,0,0,0,0,0,0,0,0,0,0,0
autonomy,0,0,0,0,0,0,0,0,0,0,0
autopsy,0,0,1,1,0,1,0,1,0,0,1
autumn,0,0,0,0,0,0,0,0,0,0,0
auxiliary,0,0,0,0,0,0,0,0,0,0,0
avail,0,0,0,0,0,0,0,0,0,0,0
avalanche,0,0,0,1,0,1,0,1,1,0,1
avarice,1,0,1,0,0,1,0,0,0,0,1
avatar,0,0,0,0,0,0,1,0,0,0,1
avenger,1,0,0,0,0,1,0,0,0,0,1
avenue,0,0,0,0,0,0,0,0,0,0,0
aver,0,0,0,0,0,0,0,0,0,0,0
average,0,0,0,0,0,0,0,0,0,0,0
averse,1,0,1,1,0,1,0,0,0,0,1
aversion,1,0,1,1,0,1,0,0,0,0,1
avert,0,0,0,0,0,0,0,0,0,0,0
aviary,0,0,0,0,0,0,0,0,0,0,0
aviation,0,0,0,0,0,0,0,0,0,0,0
aviator,0,0,0,0,0,0,0,0,0,0,0
avid,0,0,0,0,0,0,0,0,0,0,0
avocado,0,0,0,0,0,0,0,0,0,0,0
avoid,0,0,0,1,0,1,0,0,0,0,1
avoidance,0,0,0,1,0,1,0,0,0,0,1
avoiding,0,0,0,1,0,0,0,0,0,0,1
await,0,1,0,0,0,0,0,0,0,0,1
awake,0,0,0,0,0,0,0,0,0,0,0
awaken,0,0,0,0,0,0,0,0,0,0,0
award,0,1,0,0,1,0,1,0,1,1,1
awe,0,0,0,0,0,0,0,0,0,0,0
awful,1,0,1,1,0,1,0,1,0,0,1
awkwardness,0,0,1,0,0,1,0,0,0,0,1
awning,0,0,0,0,0,0,0,0,0,0,0
awry,0,0,0,0,0,1,0,0,0,0,1
axial,0,0,0,0,0,0,0,0,0,0,0
axiom,0,0,0,0,0,0,0,0,0,1,1
axiomatic,0,0,0,0,0,0,0,0,0,1,1
axis,0,0,0,0,0,0,0,0,0,0,0
axle,0,0,0,0,0,0,0,0,0,0,0
ay,0,0,0,0,0,0,1,0,0,0,1
aye,0,0,0,0,0,0,1,0,0,0,1
azimuth,0,0,0,0,0,0,0,0,0,0,0
azure,0,0,0,0,0,0,0,0,0,0,0
babble,0,0,0,0,0,1,0,0,0,0,1
babbling,0,0,0,0,0,1,0,0,0,0,1
baboon,0,0,1,0,0,1,0,0,0,0,1
baby,0,0,0,0,1,0,1,0,0,0,1
babysitter,0,0,0,0,0,0,0,0,0,1,1
baccalaureate,0,0,0,0,0,0,1,0,0,0,1
baccarat,0,0,0,0,0,0,0,0,0,0,0
bachelor,0,0,0,0,0,0,0,0,0,0,0
back,0,0,0,0,0,0,0,0,0,0,0
backbone,1,0,0,0,0,0,1,0,0,1,1
backer,0,0,0,0,0,0,0,0,0,1,1
backfire,0,0,0,0,0,0,0,0,0,0,0
backgammon,0,0,0,0,0,0,0,0,0,0,0
background,0,0,0,0,0,0,0,0,0,0,0
backhoe,0,0,0,0,0,0,0,0,0,0,0
backpacker,0,0,0,0,0,0,0,0,0,0,0
backtrack,0,0,0,0,0,0,0,0,0,0,0
backward,0,0,0,0,0,1,0,0,0,0,1
backwards,0,0,1,0,0,1,0,0,0,0,1
backwater,0,0,0,0,0,1,0,1,0,0,1
bacteria,0,0,1,1,0,1,0,1,0,0,1
bacterium,0,0,1,1,0,1,0,0,0,0,1
bad,1,0,1,1,0,1,0,1,0,0,1
badge,0,0,0,0,0,0,0,0,0,1,1
badger,1,0,0,0,0,1,0,0,0,0,1
badly,0,0,0,0,0,1,0,1,0,0,1
badness,1,0,1,1,0,1,0,0,0,0,1
baffle,0,0,0,0,0,0,0,0,0,0,0
bag,0,0,0,0,0,0,0,0,0,0,0
baggage,0,0,0,0,0,0,0,0,0,0,0
baggy,0,0,0,0,0,0,0,0,0,0,0
bagpipes,0,0,0,0,0,0,0,0,0,0,0
bail,0,0,0,0,0,0,0,0,0,0,0
bailiff,0,0,0,1,0,1,0,0,0,1,1
bait,0,0,0,1,0,1,0,0,0,1,1
bake,0,0,0,0,0,0,0,0,0,0,0
bakery,0,0,0,0,0,0,0,0,0,0,0
baking,0,0,0,0,0,0,0,0,0,0,0
bal,0,0,0,0,0,0,0,0,0,0,0
balance,0,0,0,0,0,0,1,0,0,0,1
balanced,0,0,0,0,0,0,1,0,0,0,1
balcony,0,0,0,0,0,0,0,0,0,0,0
bald,0,0,0,0,0,0,0,0,0,0,0
bale,0,0,0,1,0,1,0,0,0,0,1
balk,0,0,0,0,0,1,0,0,0,0,1
ball,0,0,0,0,0,0,0,0,0,0,0
ballad,0,0,0,0,0,0,1,0,0,0,1
ballast,0,0,0,0,0,0,0,0,0,0,0
ballet,0,0,0,0,0,0,1,0,0,0,1
balloon,0,0,0,0,0,0,0,0,0,0,0
ballot,0,1,0,0,0,0,1,0,0,1,1
ballroom,0,0,0,0,0,0,0,0,0,0,0
balm,0,1,0,0,1,1,1,0,0,0,1
balmy,0,0,0,0,0,0,0,0,0,0,0
balsam,0,0,0,0,0,0,1,0,0,0,1
balsamic,0,0,0,0,0,0,0,0,0,0,0
ban,0,0,0,0,0,1,0,0,0,0,1
banana,0,0,0,0,0,0,0,0,0,0,0
band,0,0,0,0,0,0,0,0,0,0,0
bandage,0,0,0,0,0,0,0,0,0,0,0
bandit,0,0,0,0,0,1,0,0,0,0,1
bandwagon,0,0,0,0,0,0,0,0,0,0,0
bane,1,0,1,1,0,1,0,0,0,0,1
bang,1,0,1,1,0,1,0,1,1,0,1
banger,1,1,0,1,0,1,0,0,1,0,1
banish,1,0,1,1,0,1,0,1,0,0,1
banished,1,0,0,1,0,1,0,1,0,0,1
banishment,1,0,1,0,0,1,0,1,0,0,1
banjo,0,0,0,0,0,0,0,0,0,0,0
bank,0,0,0,0,0,0,0,0,0,1,1
banker,0,0,0,0,0,0,0,0,0,1,1
bankrupt,0,0,0,1,0,1,0,1,0,0,1
bankruptcy,1,0,1,1,0,1,0,1,0,0,1
banner,0,0,0,0,0,0,0,0,0,0,0
banquet,0,1,0,0,1,0,1,0,0,0,1
banshee,1,0,1,1,0,1,0,1,0,0,1
banter,0,0,0,0,0,0,0,0,0,0,0
baptism,0,0,0,0,0,0,1,0,0,0,1
baptismal,0,0,0,0,1,0,1,0,0,0,1
bar,0,0,0,0,0,0,0,0,0,0,0
barb,1,0,0,0,0,1,0,0,0,0,1
barbarian,0,0,0,1,0,1,0,0,0,0,1
barbaric,1,0,1,1,0,1,0,0,0,0,1
barbarism,0,0,0,0,0,1,0,0,0,0,1
barbecue,0,0,0,0,0,0,0,0,0,0,0
barbed,0,0,0,0,0,0,0,0,0,0,0
bard,0,0,0,0,0,0,1,0,0,0,1
bareback,0,0,0,0,0,0,0,0,0,0,0
barefoot,0,0,0,0,0,0,0,0,0,0,0
barely,0,0,0,0,0,0,0,0,0,0,0
barf,0,0,1,0,0,0,0,0,0,0,1
bargain,0,0,0,0,0,0,1,0,0,1,1
